,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
764,764,BMW,X6 M Base,2019,50992,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,35000
765,765,BMW,X5 xDrive40i,2022,7000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,50000
766,766,Chevrolet,H3 Base,2008,172024,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,8500
767,767,BMW,528 i xDrive,2015,125500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19500
768,768,Ford,F-150 Raptor,2020,28260,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,61500
769,769,MINI,Cooper S Base,2007,95798,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,7200
770,770,Porsche,Boxster Base,2005,170000,Gasoline,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,9750
771,771,Toyota,Camry Hybrid Base,2007,133121,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,None reported,Yes,7900
772,772,Porsche,911 Carrera 4S,2020,10500,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,100000
773,773,BMW,750 i xDrive,2019,7751,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,44596
774,774,Ford,Mustang EcoBoost Premium,2017,68575,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,26000
775,775,Audi,A4 2.0T Premium,2011,185000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,5500
776,776,Jaguar,XJ8 L,2000,45000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,9200
777,777,Ford,Explorer XLT,2013,106700,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,17500
778,778,Ford,Transit Connect XLT,2018,119000,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,17000
779,779,Jeep,Wrangler Unlimited Sport,2020,60942,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,18795
780,780,Jeep,Grand Cherokee Limited,2019,80150,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,34700
781,781,Jeep,Wrangler Unlimited Sport,2020,66075,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,37405
782,782,Chevrolet,Camaro 1SS,2021,13600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,33500
783,783,Volkswagen,Golf R Base,2022,7458,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,64000
784,784,Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,105500,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,19000
785,785,Ford,F-150 XLT,2017,67499,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,15995
786,786,Jaguar,F-TYPE R,2017,58000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,51500
787,787,Land,Rover Range Rover 3.0L Supercharged HSE,2016,89400,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33800
788,788,Audi,Q7 55 Prestige,2019,73837,Gasoline,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Cobra Beige Metallic,Black,None reported,Yes,24995
789,789,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,80300,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,749950
790,790,Dodge,Durango R/T,2022,23700,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,40950
791,791,RAM,1500 Big Horn,2020,54200,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Red,Black,None reported,Yes,39500
792,792,Mazda,Mazda6 Signature,2021,11737,Gasoline,2.5L I4 16V GDI DOHC Turbo,Automatic CVT,Soul Red Crystal Metallic,Deep Chestnut,None reported,Yes,33687
793,793,Acura,ILX Technology Plus Package,2017,87888,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,At least 1 accident or damage reported,Yes,19950
794,794,BMW,M4 Competition xDrive,2023,8307,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,88900
795,795,Lexus,LS 460 L,2014,41000,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,30000
796,796,BMW,M440 i,2021,244000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Beige,None reported,Yes,3750
797,797,Toyota,Tacoma SR,2022,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,17900
798,798,Genesis,GV70 2.5T,2017,51300,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27900
799,799,INFINITI,QX60 Base,2017,83000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,16000
800,800,BMW,X6 xDrive35i,2018,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,27000
801,801,Mitsubishi,Eclipse Spyder GT,2007,136400,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,7500
802,802,Lexus,IS-F Base,2010,86000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,40000
803,803,Ford,F-150 Lariat SuperCrew,2004,110000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8500
804,804,Mazda,MX-5 Miata Base,2003,130000,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Beige,At least 1 accident or damage reported,Yes,11000
805,805,Ford,Expedition Max Limited,2018,65900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,27499
806,806,Scion,tC Release Series 6.0,2010,180036,Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,9100
807,807,Ford,Expedition Max XLT,2018,45203,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,44850
808,808,Jeep,Wrangler Sahara,2009,136500,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,13500
809,809,BMW,X5 xDrive40i,2020,40000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,48000
810,810,Chevrolet,Camaro 2SS,2018,45000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,39999
811,811,Ford,Mustang V6,2013,66500,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,25900
812,812,Volvo,C70 T5,2014,117000,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Beige,At least 1 accident or damage reported,Yes,14500
813,813,Lincoln,Navigator L Select,2017,76000,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,18000
814,814,Mercedes-Benz,E-Class E 350 4MATIC,2014,58375,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,49750
815,815,Ford,F-250 Lariat,2019,19200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,84500
816,816,BMW,335 i,2008,135000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9999
817,817,Audi,Q5 2.0T Premium Plus,2019,101000,Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,58000
818,818,Nissan,GT-R Premium,2023,11256,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,105500
819,819,Dodge,Charger R/T,2016,78000,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,21000
820,820,BMW,Beetle 2.0T S,2018,36824,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,23999
821,821,Lexus,RX 350 F Sport Performance,2018,43000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,38000
822,822,Chevrolet,Corvette Base,2010,20000,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,59400
823,823,Mercedes-Benz,E-Class 400E,1993,94000,–,–,A/T,Gray,Black,None reported,Yes,11900
824,824,Jeep,Wrangler Unlimited Sahara,2019,41000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39900
825,825,BMW,M5 Base,2015,25500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,66000
826,826,Chevrolet,Corvette Base,1998,158000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,None reported,Yes,2500
827,827,Chevrolet,Tahoe LT,2012,62200,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,At least 1 accident or damage reported,Yes,35500
828,828,Lexus,LS 500 F Sport,2022,12600,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,69900
829,829,Rolls-Royce,Phantom,2018,6987,Gasoline,6.8L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,Black,None reported,Yes,89900
830,830,Porsche,Panamera Turbo,2017,50000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,67000
831,831,Mercedes-Benz,SL-Class SL 550,2013,120800,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,13000
832,832,Chevrolet,Corvette Stingray w/2LT,2023,7900,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,46000
833,833,Porsche,Macan S,2022,17000,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Gray,None reported,Yes,83999
834,834,Cadillac,Escalade ESV Base,2009,126500,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,Yes,41900
835,835,BMW,X6 M Base,2020,48291,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,67995
836,836,Lexus,IS 250 Base,2012,148000,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,10000
837,837,BMW,330 i,2018,53000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,35000
838,838,RAM,2500 Big Horn,2021,45867,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,43449
839,839,Lexus,IS 350 F Sport,2021,26800,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,44000
840,840,Chevrolet,Suburban Z71,2021,19200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,48000
841,841,Ford,Mustang Mach-E GT,2022,19200,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,69790
842,842,Audi,A3 2.0T Tech Premium,2018,25000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,40000
843,843,Ford,Explorer XLT,2020,23442,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,37000
844,844,Cadillac,CTS Luxury,2012,93000,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,12500
845,845,GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,18995
846,846,Subaru,BRZ Limited,2013,83500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,15900
847,847,Ford,F-150 XLT,2018,77107,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,None reported,Yes,22999
848,848,BMW,X5 xDrive35i,2013,85766,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,13800
849,849,Honda,Odyssey Elite,2022,8210,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,46900
850,850,Chevrolet,Camaro Z28,2002,98000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17900
851,851,RAM,1500 Laramie,2021,34000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,65000
852,852,GMC,Sierra 1500 SLE,2015,82900,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,18000
853,853,Audi,SQ5 3.0T Prestige,2018,54900,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,48000
854,854,BMW,X1 xDrive28i,2020,27989,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,21495
855,855,Lexus,IS 350 Base,2017,104000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,24500
856,856,BMW,335 i,2014,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,10000
857,857,MINI,Hardtop Cooper S,2016,129999,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,29999
858,858,Mazda,CX-30 Premium Package,2021,30455,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,White / Brown,None reported,Yes,18987
859,859,Audi,A6 2.0T Premium Plus,2016,119950,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,19000
860,860,Porsche,911 Turbo Cabriolet,2010,13500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Gray,Black,None reported,Yes,76400
861,861,Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,57000
862,862,BMW,435 i,2013,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19995
863,863,Lexus,LS 460 Base,2014,82963,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26900
864,864,BMW,M5 Base,2015,72903,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,27000
865,865,Chevrolet,Tahoe LS,2006,74139,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Black,None reported,Yes,30500
866,866,Dodge,Challenger R/T,2021,13100,Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,85500
867,867,BMW,X3 xDrive30i,2019,46000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,29999
868,868,BMW,335 i xDrive,2010,86629,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,20500
869,869,Kia,Sorento SXL,2022,16400,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,89000
870,870,Lexus,LC 500 Base,2021,18000,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,34999
871,871,BMW,650 i,2008,125470,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,5000
872,872,Nissan,Armada LE,2007,126700,Gasoline,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,14000
873,873,Dodge,Charger R/T Scat Pack,2018,16000,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,18000
874,874,Toyota,Highlander XLE,2019,31000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,38900
875,875,BMW,X5 xDrive35i,2014,89000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,15900
876,876,Subaru,Impreza 2.0i,2020,93000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,30000
877,877,Audi,Q5 2.0T Premium Plus,2017,54700,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,20995
878,878,Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,82499
879,879,BMW,Z4 sDrive28i,2015,45253,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,27499
880,880,Lexus,GS 350 Base,2012,128032,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,24500
881,881,Mercedes-Benz,E-Class E 350 4MATIC,2013,121250,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13600
882,882,Chevrolet,Camaro 1LT,2019,139105,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Summit White,Jet Black,None reported,Yes,18688
883,883,BMW,M3 Base,2011,98200,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000
884,884,Hyundai,Santa Fe SEL,2021,26465,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Shimmering Silver,Black,None reported,Yes,26288
885,885,Ford,Edge Titanium,2018,113294,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,37899
886,886,Audi,A3 2.0T Premium,2017,37500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,22999
887,887,BMW,M3 Base,2011,129999,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,49999
888,888,Lexus,LX 570 Three-Row,2019,51000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,58000
889,889,Honda,Element EX,2008,138415,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,10500
890,890,Buick,Envision Preferred,2022,15000,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39995
891,891,Land,Rover Range Rover Sport HSE Dynamic,2021,79000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29999
892,892,BMW,X3 xDrive30i,2021,13000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,91000
893,893,Mitsubishi,Lancer GTS,2010,135000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,7000
894,894,Ford,F-150 XLT,2019,69800,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,Yes,44800
895,895,Lexus,RX 450h Base,2013,100000,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,11500
896,896,Chevrolet,Avalanche 1500 LS,2012,56000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000
897,897,Ford,Mustang Base,1999,114000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4900
898,898,Porsche,Cayman S,2013,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,23950
899,899,GMC,Sierra 1500 SLT,2016,49105,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41500
900,900,BMW,335 i,2011,82000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,13998
901,901,Jeep,Liberty Renegade,2004,144770,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,None reported,Yes,7300
902,902,Ford,Excursion Limited,2001,239000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,–,None reported,Yes,8000
903,903,McLaren,720S Performance,2018,66250,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,40995
904,904,BMW,M3 Base,2012,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29500
905,905,Acura,MDX Sport,2013,183455,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,5500
906,906,Hyundai,Genesis Coupe 2.0T R-Spec,2010,55000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,28000
907,907,Porsche,911 Carrera S,2010,13850,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,59500
908,908,BMW,X5 xDrive35i,2015,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,17000
909,909,BMW,528 i xDrive,2016,69750,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30500
910,910,Mercedes-Benz,WRX Limited,2016,54800,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,23000
911,911,BMW,M2 CS,2020,112854,Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,105000
912,912,Volvo,850 Turbo,1995,170000,Gasoline,–,A/T,White,Black,None reported,Yes,7500
913,913,Toyota,Highlander XLE,2021,33012,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Midnight Black Metallic,Black,None reported,Yes,38500
914,914,Chevrolet,Corvette Stingray w/1LT,2020,8974,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,79900
915,915,Chevrolet,Silverado 1500 LTZ,2019,56654,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,43860
916,916,Ford,Mustang GT Premium,2011,101000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000
917,917,Land,Rover Range Rover Sport HSE,2013,105000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,10500
918,918,Porsche,911 GT3,2018,18000,Gasoline,502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,210000
